Mouse,UniqueID,CellNum,Date,BoxSize,Tetrode,Cluster,SessionType,Session_s_,Avg_RateWholeSession,GridnessCentreRemoved,RadiusCentreField,SpatialInformationRate_bits_sec_,SpatialCoherenceUnsmooth,SpatialStability_HalfAndHalf_,MeanVectorLengthForHeadDirection,Coverage___,BorderScore,GridPeakDistance1,GridPeakDistance2,GridPeakDistance3,GridPeakDistance4,GridPeakDistance5,GridPeakDistance6
Erykah,Erykah128,128,08/04/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0804_4+_3+_2+_1,3.197,-0.2047,36.842,0.541,0.443,0.5,0.179,91.74,0.141,65.55,65.55,73.18,73.18,73.7,73.7
Erykah,Erykah129,129,08/04/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0804_4+_3+_2+_1,0.279,-0.4086,17.05,0.122,0.163,0.309,0.095,91.74,0.158,36.8,36.8,59.15,59.15,70.22,70.22
Erykah,Erykah117,117,08/04/2015,90,1,4,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0804_4+_3+_2+_1,0.53,-0.3285,13.519,0.079,0.102,0.152,0.053,91.74,0.479,33.34,33.34,41.21,41.21,43.64,43.64
Erykah,Erykah130,130,08/04/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0804_4+_3+_2+_1,0.181,0.1124,10.429,0.028,0.031,0.112,0.032,91.74,0.525,23.44,23.44,29.3,29.3,30.89,30.89
Erykah,Erykah131,131,08/04/2015,90,2,2,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0804_4+_3+_2+_1,1.796,-0.1469,19.332,0.335,0.315,0.584,0.073,91.74,0.541,41.02,41.02,66.39,66.39,68.26,68.26
Erykah,Erykah132,132,08/04/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0804_4+_3+_2+_1,0.663,-0.587,23.12,0.382,0.433,0.463,0.127,91.74,-0.776,58.33,58.33,68.88,68.88,72.02,72.02
Erykah,Erykah134,134,08/05/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0805_6+_5+_4+_3,0.273,-0.3102,9.987,0.024,0.04,0.098,0.034,94.52,0.522,24.25,24.25,42.02,42.02,45.19,45.19
Erykah,Erykah135,135,08/05/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0805_6+_5+_4+_3,1.104,0.3388,10.429,0.092,0.13,0.16,0.05,94.52,0.477,42.19,42.19,42.52,42.52,50.42,50.42
Erykah,Erykah136,136,08/05/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0805_6+_5+_4+_3,1.168,-0.4384,10.742,0.051,0.051,0.073,0.021,94.52,0.511,27.2,27.2,34.39,34.39,51.2,51.2
Erykah,Erykah137,137,08/05/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0805_6+_5+_4+_3,1.008,0.3858,13.519,0.114,0.019,0.184,0.064,94.52,0.51,22.11,22.11,47.61,47.61,63.05,63.05
LilKim,LilKim3,3,11/04/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1104_1,1.762,0.1078,14.789,0.279,0.11,-0.16,0.101,28.09,0.578,29.45,29.45,44.04,44.04,47.96,47.96
LilKim,LilKim4,4,11/04/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1104_1,0.555,0.0201,19.405,0.436,0.333,NaN,0.481,28.09,0.637,41.28,41.28,43.87,43.87,47.08,47.08
LilKim,LilKim5,5,11/04/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1104_1,0.442,-0.38,11.054,0.131,0.048,0.66,0.159,28.09,0.594,19.44,19.44,26.78,26.78,30.77,30.77
LilKim,LilKim6,6,11/04/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1104_1,0.117,-0.1344,9.233,0.024,0.045,NaN,0.361,28.09,0.064,26.05,26.05,44.17,44.17,52.97,52.97
LilKim,LilKim7,7,11/04/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1104_1,3.93,-0.2034,23.634,0.679,0.377,-0.01,0.326,28.09,0.543,40.21,40.21,41.6,41.6,60.66,60.66
LilKim,LilKim13,13,11/06/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1106_2,0.836,0.2626,20.16,0.531,0.37,0.461,0.451,50.04,0.331,50.94,50.94,51.21,51.21,60.79,60.79
LilKim,LilKim15,15,11/06/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1106_2,1.923,-0.0895,9.987,0.054,-0.065,0.179,0.032,50.04,0.503,31.75,31.75,33.06,33.06,41.92,41.92
LilKim,LilKim16,16,11/06/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1106_2,0.958,-0.5376,15.285,0.686,0.344,0.481,0.213,50.04,-0.009,36.91,36.91,65.32,65.32,66.81,66.81
LilKim,LilKim17,17,11/07/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1107_4+_3+_2+_1,1.017,-0.3373,12.066,0.601,0.471,0.458,0.315,52.1,0.383,27.53,27.53,55.05,55.05,58.94,58.94
LilKim,LilKim18,18,11/07/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1107_4+_3+_2+_1,6.278,0.5014,10.742,0.173,0.322,0.195,0.018,52.1,0.491,35.17,35.17,35.84,35.84,40.64,40.64
LilKim,LilKim20,20,11/09/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1109_5+_4+_3+_2+_1,2.638,-0.3497,18.836,1.242,0.587,0.344,0.268,87.54,-0.003,39.13,39.13,52.71,52.71,62.95,62.95
LilKim,LilKim21,21,11/09/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1109_5+_4+_3+_2+_1,1.821,-0.2233,16.222,1.23,0.602,0.497,0.026,87.54,0.595,22.25,22.25,38.85,38.85,52.02,52.02
LilKim,LilKim26,26,11/09/2015,91.4,1,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1109_5+_4+_3+_2+_1,0.947,-0.2755,19.957,0.375,0.453,0.54,0.186,87.54,0.352,52.18,52.18,78.8,78.8,78.86,78.86
LilKim,LilKim22,22,11/09/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1109_5+_4+_3+_2+_1,1.928,0.1619,12.195,0.291,0.257,-0.006,0.094,87.54,-0.068,28.11,28.11,40.67,40.67,56.98,56.98
LilKim,LilKim28,28,11/10/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1110_5+_4+_3+_2+_1,2.456,-0.1665,12.82,0.842,0.563,0.086,0.177,84.51,0.209,42.35,42.35,58.1,58.1,58.57,58.57
LilKim,LilKim32,32,11/10/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1110_5+_4+_3+_2+_1,2.546,-0.155,12.508,0.515,0.514,0.272,0.06,84.51,0.599,42.86,42.86,46.62,46.62,47.57,47.57
LilKim,LilKim27,27,11/10/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1110_5+_4+_3+_2+_1,1.11,-0.3402,24.078,0.575,0.454,0.153,0.193,84.51,0.486,47.41,47.41,62.33,62.33,68.28,68.28
LilKim,LilKim28,28,11/10/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1110_5+_4+_3+_2+_1,1.31,-0.0602,11.054,0.303,0.385,0.154,0.131,84.51,0.144,36.18,36.18,40.74,40.74,57.62,57.62
LilKim,LilKim28,28,11/11/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1111_4+_3+_2+_1,2.466,-0.1219,12.195,1.207,0.628,0.346,0.112,81.08,-0.416,38.41,38.41,44.77,44.77,47.49,47.49
LilKim,LilKim32,32,11/11/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1111_4+_3+_2+_1,2.87,0.4309,14.66,0.433,0.345,0.308,0.12,81.08,0.379,39.64,39.64,40.82,40.82,43.6,43.6
LilKim,LilKim30,30,11/11/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1111_4+_3+_2+_1,1.278,-0.0738,18.651,0.476,0.395,0.395,0.176,81.08,0.275,42.76,42.76,67.05,67.05,69.42,69.42
LilKim,LilKim31,31,11/11/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1111_4+_3+_2+_1,1.846,-0.28,10.742,0.2,0.213,0.185,0.053,81.08,0.509,30.35,30.35,38.16,38.16,39.58,39.58
LilKim,LilKim33,33,11/12/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,0.833,-0.3033,13.831,0.84,0.513,0.345,0.177,92.34,0.313,28.74,28.74,47.46,47.46,66.75,66.75
LilKim,LilKim34,34,11/12/2015,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,0.774,-0.2023,16.166,0.403,0.305,0.363,0.135,92.34,0.589,24.8,24.8,50.76,50.76,53.48,53.48
LilKim,LilKim35,35,11/12/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,1.522,-0.4399,12.508,0.595,0.568,0.574,0.085,92.34,0.207,26.26,26.26,44.72,44.72,56.84,56.84
LilKim,LilKim36,36,11/12/2015,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,14.155,-0.0684,13.003,0.312,0.296,0.288,0.083,92.34,0.507,39.38,39.38,44.26,44.26,48.24,48.24
LilKim,LilKim38,38,11/12/2015,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,1.477,-0.2725,17.437,0.856,0.582,0.598,0.096,92.34,-1,45.28,45.28,63.01,63.01,69.64,69.64
LilKim,LilKim37,37,11/12/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,0.245,-0.1784,10.742,0.22,0.393,0.158,0.042,92.34,-0.258,28.23,28.23,29.75,29.75,40.95,40.95
LilKim,LilKim33,33,11/12/2015,91.4,1,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,1.18,0.1494,11.054,1.036,0.514,0.413,0.037,88.66,0.122,32.94,32.94,33.3,33.3,55.48,55.48
LilKim,LilKim34,34,11/12/2015,91.4,1,2,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,1.099,-0.1029,17.878,1.007,0.591,0.443,0.099,88.66,0.566,48.49,48.49,70.69,70.69,71.58,71.58
LilKim,LilKim35,35,11/12/2015,91.4,1,3,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,1.04,-0.4122,12.508,0.621,0.52,0.365,0.194,88.66,0.004,45.93,45.93,51.65,51.65,52.09,52.09
LilKim,LilKim36,36,11/12/2015,91.4,1,4,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,20.817,-0.3246,19.017,0.546,0.404,0.344,0.059,88.66,0.51,55.01,55.01,55.95,55.95,56.24,56.24
LilKim,LilKim38,38,11/12/2015,91.4,1,5,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,1.243,0.8124,17.51,1.278,0.727,0.374,0.159,88.66,-1,59.34,59.34,61.3,61.3,63.3,63.3
LilKim,LilKim39,39,11/12/2015,91.4,1,6,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,2.064,-0.2401,14.327,0.364,0.322,0.388,0.088,88.66,0.486,49.94,49.94,54.12,54.12,56.36,56.36
LilKim,LilKim37,37,11/12/2015,91.4,2,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_object_5+_4+_2+_1,0.449,0.6772,18.945,0.422,0.535,0.526,0.115,88.66,-1,59.52,59.52,65.85,65.85,75.64,75.64
LilKim,LilKim40,40,11/13/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.283,-0.3503,18.89,1.378,0.974,0.693,0.141,97.22,-0.552,46.52,46.52,59.18,59.18,60.86,60.86
LilKim,LilKim41,41,11/13/2015,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.053,-0.3902,27.48,1.242,0.802,0.681,0.154,97.22,-0.347,59.72,59.72,60.58,60.58,68.91,68.91
LilKim,LilKim42,42,11/13/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,0.493,-0.327,29.19,0.217,0.333,0.587,0.099,97.22,0.395,54.94,54.94,58.82,58.82,64.09,64.09
LilKim,LilKim43,43,11/13/2015,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,0.554,-0.2315,13.519,0.339,0.567,0.165,0.099,97.22,-0.555,22.05,22.05,44.78,44.78,56.24,56.24
LilKim,LilKim45,45,11/13/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.306,-0.053,17.62,0.605,0.36,0.359,0.15,97.22,0.314,41.77,41.77,56.6,56.6,71.85,71.85
LilKim,LilKim48,48,11/13/2015,91.4,1,8,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.802,-0.1857,20.213,0.617,0.554,0.448,0.102,97.22,0.556,57.45,57.45,64.95,64.95,68,68
LilKim,LilKim49,49,11/13/2015,91.4,1,9,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.283,0.286,17.289,0.447,0.405,0.41,0.209,97.22,0.289,36.29,36.29,36.62,36.62,42.5,42.5
LilKim,LilKim46,46,11/13/2015,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.063,-0.4639,26.725,1.158,1.073,0.889,0.111,97.22,0.711,63.85,63.85,75.37,75.37,78.53,78.53
LilKim,LilKim40,40,11/13/2015,91.4,1,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,1.163,0.7203,17.437,1.545,0.864,0.8,0.084,94.14,-0.321,59.31,59.31,63,63,67.68,67.68
LilKim,LilKim41,41,11/13/2015,91.4,1,2,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,0.928,-0.4385,22.292,1.14,0.674,0.484,0.126,94.14,-1,46.94,46.94,53.65,53.65,54.88,54.88
LilKim,LilKim42,42,11/13/2015,91.4,1,3,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,0.428,0.5133,21.354,0.235,0.311,0.583,0.193,94.14,0.277,43.71,43.71,55.96,55.96,60,60
LilKim,LilKim43,43,11/13/2015,91.4,1,4,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,0.445,-0.228,19.515,0.812,1.025,0.881,0.27,94.14,-1,56.7,56.7,61.69,61.69,69.11,69.11
LilKim,LilKim45,45,11/13/2015,91.4,1,6,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,0.439,0.0462,13.905,0.333,0.761,0.781,0.123,94.14,-1,38.4,38.4,58.1,58.1,61.93,61.93
LilKim,LilKim48,48,11/13/2015,91.4,1,8,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,1.238,-0.3317,19.202,1.159,0.922,0.774,0.145,94.14,-0.777,45.15,45.15,69.15,69.15,81.79,81.79
LilKim,LilKim49,49,11/13/2015,91.4,1,9,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,1.078,-0.1179,18.557,0.613,0.513,0.615,0.159,94.14,0.147,52.17,52.17,52.52,52.52,60.83,60.83
LilKim,LilKim46,46,11/13/2015,91.4,2,2,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_object_7+_6+_5+_4+_3+_2+_1,0.843,-0.4062,21.39,1.103,1.068,0.901,0.113,94.14,0.429,59.76,59.76,68.15,68.15,73.73,73.73
LilKim,LilKim40,40,11/13/2015,91.4,1,1,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.87,-0.0657,16.113,0.654,0.495,0.613,0.148,91.82,-0.338,48.21,48.21,61.72,61.72,62.3,62.3
LilKim,LilKim41,41,11/13/2015,91.4,1,2,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,1.063,-0.4868,26.339,1.285,0.549,0.365,0.336,91.82,0.112,54.47,54.47,58.29,58.29,80.54,80.54
LilKim,LilKim42,42,11/13/2015,91.4,1,3,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.536,-0.4158,22.421,0.427,0.418,0.515,0.203,91.82,-0.489,52.35,52.35,69.71,69.71,75.52,75.52
LilKim,LilKim43,43,11/13/2015,91.4,1,4,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.414,-0.2443,16.682,0.663,0.631,0.397,0.164,91.82,-1,49.6,49.6,76.42,76.42,77.8,77.8
LilKim,LilKim45,45,11/13/2015,91.4,1,6,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.696,0.0192,12.066,0.31,0.337,0.127,0.171,91.82,-0.101,30.4,30.4,34.46,34.46,43.54,43.54
LilKim,LilKim49,49,11/13/2015,91.4,1,9,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.855,0.0559,16.113,0.463,0.544,0.293,0.165,91.82,0.464,41.61,41.61,59.29,59.29,64.21,64.21
LilKim,LilKim46,46,11/13/2015,91.4,2,2,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.749,-0.5261,24.517,0.928,0.927,0.853,0.131,91.82,0.647,64.91,64.91,77.24,77.24,79.67,79.67
LilKim,LilKim50,50,11/16/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,4.966,-0.7161,22.807,0.976,0.708,0.76,0.023,95.72,0.678,61.22,61.22,79.67,79.67,82.58,82.58
LilKim,LilKim51,51,11/16/2015,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,0.5,0.2506,18.135,0.321,0.503,0.545,0.227,95.72,-0.285,51.75,51.75,67.24,67.24,67.51,67.51
LilKim,LilKim52,52,11/16/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,1.312,-0.2532,22.53,0.801,0.61,0.631,0.236,95.72,-0.569,45.36,45.36,57.64,57.64,62.45,62.45
LilKim,LilKim53,53,11/16/2015,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,1.746,0.2067,22.917,0.987,0.77,0.72,0.241,95.72,0.695,52.89,52.89,53.56,53.56,69.49,69.49
LilKim,LilKim56,56,11/16/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,1.47,-0.3519,19.202,0.954,0.491,0.599,0.212,95.72,-0.822,47.5,47.5,60.9,60.9,61.64,61.64
LilKim,LilKim57,57,11/16/2015,91.4,1,7,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,0.833,-0.3968,33.625,0.855,0.581,0.622,0.141,95.72,-0.11,56.92,56.92,74.68,74.68,76.43,76.43
LilKim,LilKim54,54,11/16/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,0.22,-0.1255,14.09,0.297,0.44,0.61,0.219,95.72,0.312,46.11,46.11,77.62,77.62,80.06,80.06
LilKim,LilKim55,55,11/16/2015,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_8+_7+_6,0.783,-0.4323,17.878,1.075,0.977,0.77,0.269,95.72,0.554,44.61,44.61,53.52,53.52,64.31,64.31
LilKim,LilKim50,50,11/16/2015,91.4,1,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,4.444,-0.4395,21.042,0.702,0.682,0.732,0.029,95.5,0.654,31.35,31.35,54.65,54.65,65.22,65.22
LilKim,LilKim51,51,11/16/2015,91.4,1,2,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,1.319,-0.0736,16.867,1.255,0.611,0.625,0.281,95.5,-1,42,42,54.9,54.9,59.75,59.75
LilKim,LilKim52,52,11/16/2015,91.4,1,3,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,1.851,-0.1561,17.437,1.114,0.542,0.551,0.167,95.5,-0.222,38.58,38.58,48.83,48.83,52.08,52.08
LilKim,LilKim53,53,11/16/2015,91.4,1,4,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,1.856,-0.3927,20.526,1.045,0.794,0.717,0.203,95.5,0.459,46.19,46.19,59.46,59.46,69.7,69.7
LilKim,LilKim56,56,11/16/2015,91.4,1,6,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,1.753,-0.2254,15.983,1.58,1.008,0.65,0.034,95.5,-1,52.7,52.7,54.25,54.25,61.56,61.56
LilKim,LilKim57,57,11/16/2015,91.4,1,7,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,1.211,0.2241,18.191,0.937,0.735,0.585,0.122,95.5,-0.01,32.88,32.88,58.37,58.37,59.3,59.3
LilKim,LilKim58,58,11/16/2015,91.4,1,8,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,0.874,0.0279,23.562,0.911,0.831,0.645,0.174,95.5,0.254,51.6,51.6,52.71,52.71,53.25,53.25
LilKim,LilKim54,54,11/16/2015,91.4,2,1,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,0.418,-0.4068,17.124,0.573,0.711,0.712,0.24,95.5,-0.747,51.92,51.92,53.38,53.38,67.98,67.98
LilKim,LilKim55,55,11/16/2015,91.4,2,2,object,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_object_3+_2+_1,1.019,0.6678,16.113,1.694,0.954,0.723,0.398,95.5,-0.183,51.44,51.44,62.48,62.48,64.51,64.51
LilKim,LilKim50,50,11/16/2015,91.4,1,1,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,5.589,-0.0255,19.332,0.725,0.583,0.533,0.065,93.17,0.597,59.89,59.89,61.14,61.14,71.65,71.65
LilKim,LilKim51,51,11/16/2015,91.4,1,2,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,0.864,-0.3657,17.124,0.656,0.557,0.215,0.315,93.17,-1,66.39,66.39,69.04,69.04,87.6,87.6
LilKim,LilKim52,52,11/16/2015,91.4,1,3,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,2.36,0.2087,16.296,1.202,0.661,0.597,0.276,93.17,-0.22,45.9,45.9,48.3,48.3,49.09,49.09
LilKim,LilKim53,53,11/16/2015,91.4,1,4,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,2.637,0.2874,18.577,1.569,0.608,0.629,0.304,93.17,0.204,53.47,53.47,61.69,61.69,62,62
LilKim,LilKim56,56,11/16/2015,91.4,1,6,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,1.814,-0.0527,17.363,1.044,0.457,0.529,0.018,93.17,-0.739,50.09,50.09,59.28,59.28,63.75,63.75
LilKim,LilKim57,57,11/16/2015,91.4,1,7,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,1.304,-0.3847,30.513,0.934,0.597,0.571,0.22,93.17,-0.159,39.34,39.34,55.33,55.33,58.03,58.03
LilKim,LilKim58,58,11/16/2015,91.4,1,8,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,1.108,-0.1001,29.062,1.202,0.813,0.734,0.173,93.17,0.307,43.5,43.5,57.76,57.76,58,58
LilKim,LilKim54,54,11/16/2015,91.4,2,1,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1116_noobject_4+_3+_2+_1,0.288,-0.1115,11.496,0.281,0.197,0.289,0.114,93.17,-0.172,45.82,45.82,58.17,58.17,59.97,59.97
